_id	pin	address	billing_city	current_delq_tax	current_delq_pi	prior_years	prior_delq_tax	prior_delq_pi	state_description	neighborhood	council_district	ward	public_works_division	pli_division	police_zone	fire_zone	longitude	latitude
947514	0056L00281000000	5031 STEELE CT	PITTSBURGH, PA	0	0	13	1551.06	958.55	Residential	Hazelwood	5	15	3	15	4	2-13	-79.93934835666211	40.40857939547296
947515	0056L00285000000	STEELE CT	WILDWOOD, NJ	0	0	13	99.52	88.28	Residential	Hazelwood	5	15	3	15	4	2-13	-79.93937708975902	40.408806897922474
947516	0056N00218000000	97 COURTLAND ST	IRELAND, 	0	0	13	4995.49	3406.38	Residential	Hazelwood	5	15	3	15	4	2-13	-79.94686098795027	40.40509704851809
947517	0057C00324000000	SUNNYSIDE ST	OAKMONT, PA	0	0	13	1016.08	614.24	Residential	Hazelwood	5	15	3	15	4	2-13	-79.93895991933306	40.40212135120424
947518	0057C00353000000	239 RENOVA ST	PITTSBURGH, PA	0	0	13	7030.89	6632.23	Residential	Hazelwood	5	15	3	15	4	2-13	-79.93788240945102	40.40210312584964
947519	0057D00047000000	RENOVA ST	MC KEESPORT, PA	0	0	13	948.41	605.02	Residential	Hazelwood	5	15	3	15	4	2-13	-79.9369595109388	40.402498561091406
947520	0060B00104000000	27 MINOOKA ST	NORFOLK, NE	0	0	13	6438.57	3183.31	Residential	Carrick	4	29	4	29	3	4-7	-79.99145946104467	40.40393955097258
947521	0061R00194000000	2215 WHITED ST	PITTSBURGH, PA	0	0	13	10805.01	7267.05	Residential	Brookline	4	32	4	32	6	4-25	-80.00663988859992	40.39643013153307
947522	0061R00200000000	WHITED ST	PITTSBURGH, PA	0	0	13	7528.48	4376.72	Residential	Brookline	4	32	4	32	6	4-25	-80.00698901251687	40.396365349959375
947523	0061R00204000000	2231 WHITED ST	PITTSBURGH, PA	0	0	13	18363.3	14334.74	Residential	Brookline	4	32	4	32	6	4-25	-80.00731059840163	40.39657317073237
947524	0062E00097000000	2367 BENSONIA AVE	PITTSBURGH, PA	0	0	13	10890.19	6495.18	Residential	Beechview	4	19	5	19	6	4-28	-80.0296043086803	40.400759545671995
947525	0062K00278000000	2544 WOODWARD AVE	PITTSBURGH, PA	0	0	13	11224.73	14714.96	Residential	Brookline	4	19	4	19	6	4-26	-80.02543427687331	40.397508584749126
947526	0062K00283000000	2558 PLAINVIEW AVE	PITTSBURGH, PA	0	0	13	8858.34	6144.74	Residential	Brookline	4	19	4	19	6	4-26	-80.02505991245931	40.39692083044319
947527	0075H00196000000	3460 GASS AVE	PITTSBURGH, PA	0	0	13	20217.97	14541.6	Residential	Brighton Heights	1	27	1	27	1	1-14	-80.03486606118354	40.478783333248174
947528	0075L00245000000	FLEMING AVE	PITTSBURGH, PA	0	0	13	3475.53	1938.16	Residential	Brighton Heights	1	27	1	27	1	1-14	-80.03812906186627	40.475841093583455
947529	0075S00178000000	ECKERT ST	PITTSBURGH, PA	0	0	13	4380.99	2387.25	Residential	Marshall-Shadeland	6	27	1	27	1	1-14	-80.03540912601468	40.472561507434456
947530	0075S00181000000	3148 LECKY AVE	PITTSBURGH, PA	0	0	13	1868.88	1322.9	Residential	Marshall-Shadeland	6	27	1	27	1	1-14	-80.0353242250879	40.47268539900959
947531	0076B00168000000	RODNEY ST	PITTSBURGH, PA	0	0	13	4506.45	2479.26	Residential	Brighton Heights	1	27	1	27	1	1-14	-80.02672881685214	40.48074222934743
947532	0076F00123000000	LANGTRY ST	PITTSBURGH, PA	0	0	13	4293.79	2483.11	Residential	Marshall-Shadeland	1	27	1	27	1	1-14	-80.02737042088538	40.47781003070247
947533	0076J00044000000	1220 WOODS RUN AVE	PITTSBURGH, PA	0	0	13	2905.23	2186.76	Residential	Brighton Heights	1	27	1	27	1	1-14	-80.03097452214396	40.47672547932489
947534	0076J00354000000	179 LECKY AVE	PITTSBURGH, PA	0	0	13	6030.6	3638.86	Residential	Marshall-Shadeland	6	27	1	27	1	1-14	-80.032247781567	40.47587756593327
947535	0076L00122000000	GRAND AVE	CHESTER, PA	0	0	13	7046.96	4798.94	Residential	Marshall-Shadeland	6	27	1	27	1	1-14	-80.02425689587795	40.47513732815777
947536	0076N00013000000	1355 GEYER AVE	SANTA CLARA, CA	0	0	13	11841.3	6853.87	Residential	Marshall-Shadeland	6	27	1	27	1	1-14	-80.03255399185909	40.47396700644872
947537	0076N00044000000	1316 COMPLETE ST	PITTSBURGH, PA	0	0	13	8191.44	4823.25	Residential	Marshall-Shadeland	6	27	1	27	1	1-14	-80.03221125279836	40.47357861740248
947538	0076N00210000000	3118 FREDERICK ST	PITTSBURGH, PA	0	0	13	8039.44	4543.14	Residential	Marshall-Shadeland	6	27	1	27	1	1-14	-80.03078695081649	40.47399180427465
947539	0076R00006000000	929 SMITHTON AVE	PITTSBURGH, PA	0	0	13	8818.01	5253.6	Residential	Marshall-Shadeland	6	27	1	27	1	1-14	-80.0241458456493	40.47456988335258
947540	0077F00192000000	52 TRETOW ST	PITTSBURGH, PA	0	0	13	6432.74	3486.14	Residential	Perry North	1	26	1	26	1	1-15	-80.00899292210339	40.478594643487455
947541	0077F00193000000	50 TRETOW ST	RIVERSIDE, CA	0	0	13	1617.75	2246.49	Residential	Perry North	1	26	1	26	1	1-15	-80.00901950749709	40.47851258936543
947542	0077F00227000000	BOTHWELL ST	PITTSBURGH, PA	0	0	13	954.03	507.61	Residential	Perry North	1	26	1	26	1	1-15	-80.0102744968474	40.47772178439807
947543	0077F00229000000	306 BOTHWELL ST	PITTSBURGH, PA	0	0	13	3466.24	2396.2	Residential	Perry North	1	26	1	26	1	1-15	-80.0103999140083	40.4777164821854
947544	0077N00207000000	2724 LELAND ST	PHILADELPHIA, PA	0	0	13	9976.09	5784.75	Residential	Perry South	6	26	1	26	1	1-23	-80.01263635106855	40.47319341927563
947545	0077N00209000000	LELAND ST	PHILADELPHIA, PA	0	0	13	395.82	244.44	Residential	Perry South	6	26	1	26	1	1-23	-80.01264037287606	40.47326848441363
947546	0077P00005000000	228 KENNEDY AVE	PITTSBURGH, PA	0	0	13	7381.95	4011.92	Residential	Perry South	6	26	1	26	1	1-23	-80.01168240905008	40.4743608416303
947547	0077P00094000000	2643 MAPLE AVE	PITTSBURGH, PA	0	0	13	7739.31	5000.6	Residential	Perry South	6	26	1	26	1	1-23	-80.0085860112467	40.47233895199967
947548	0077P00192000000	2723 VETERAN ST	PITTSBURGH, PA	0	0	13	7048.57	4037.9	Residential	Perry South	6	26	1	26	1	1-23	-80.00965688766382	40.47325220805279
947549	0080D00066000000	5263 CARNEGIE ST	PITTSBURGH, PA	0	0	13	16067.78	9507.3	Residential	Upper Lawrenceville	7	10	2	10	2	3-5	-79.9522383477704	40.48158882622342
947550	0080G00022000A00	4912 PLUM WAY	NEW KENSINGTON, PA	0	0	13	15907.01	8599.48	Residential	Central Lawrenceville	7	9	2	9	2	3-5	-79.95757428479766	40.47804089930021
947551	0081F00141000000	969 WOODBINE ST	IRVING, TX	0	0	13	14772.7	18802.6	Residential	Stanton Heights	9	10	2	10	5	3-7	-79.94251608888315	40.47769346320087
947552	0083E00050000000	5521 BLACK ST		0	0	13	18714.59	10510.73	Residential	East Liberty	9	11	2	11	5	3-4	-79.92911096485206	40.46964905144584
947553	0083L00090000000	417 SELMA ST	PITTSBURGH, PA	0	0	13	8939.11	4853.57	Residential	East Liberty	9	11	2	11	5	3-8	-79.92405656978758	40.46554353240939
947554	0090R00173000000	ARMORHILL AVE	CASSELBERRY, FL	0	0	13	4248.38	2372.63	Residential	New Homestead	5	31	4	31	4	4-20	-79.92213338389547	40.39528764194456
947555	0090R00174000000	ARMORHILL AVE	CASSELBERRY, FL	0	0	13	4275.57	2405.26	Residential	New Homestead	5	31	4	31	4	4-20	-79.92219389221572	40.395239324084656
947556	0090R00175000000	ARMORHILL AVE	CASSELBERRY, FL	0	0	13	4248.38	2372.63	Residential	New Homestead	5	31	4	31	4	4-20	-79.9222621196855	40.39519566442774
947557	0091K00011000000	CHORD ST	CONNELLSVILLE, PA	0	0	13	2889.9	1699.24	Residential	New Homestead	5	31	4	31	4	4-20	-79.92492147348321	40.389308696813686
947558	0091P00170000000	HOMERIDGE DR	HOMESTEAD, PA	0	0	13	2814.8	1551.12	Residential	New Homestead	5	31	4	31	4	4-20	-79.92615573344419	40.38634249107237
947559	0091P00214000000	HOMERIDGE DR	HOMESTEAD, PA	0	0	13	2763.33	1518.41	Residential	New Homestead	5	31	4	31	4	4-20	-79.92629884768502	40.38566969794008
947560	0091P00325000000	CIRCLE AVE		0	0	13	2719.2	1483.12	Residential	New Homestead	5	31	4	31	4	4-20	-79.92609121406564	40.385229147982464
947561	0094E00290000000	DIEHL AVE	PITTSBURGH, PA	0	0	13	1110.19	608.36	Residential	Carrick	4	29	4	29	3	4-15	-79.97915616399875	40.39074714735447
947562	0095H00197000000	2154 HAZELDELL ST	PITTSBURGH, PA	0	0	13	18182.74	10860.97	Residential	Carrick	4	29	4	29	3	4-12	-79.98576210399571	40.39151206400296
947563	0095J00313000000	JACOB ST	PITTSBURGH, PA	0	0	13	5232.05	2978.02	Residential	Overbrook	4	32	4	32	3	4-25	-79.99913322655966	40.38797661249806
947564	0095K00136000000	WAYSIDE ST	PITTSBURGH, PA	0	0	13	1457.34	406.13	Residential	Overbrook	4	32	4	32	3	4-23	-79.99360972929613	40.38873187326285
947565	0095K00140000000	WAYSIDE ST	PITTSBURGH, PA	0	0	13	1452.33	470.81	Residential	Overbrook	4	32	4	32	3	4-23	-79.99386404940662	40.38864023757419
947566	0114G00098000000	3930 BRIGHTON RD	PITTSBURGH, PA	0	0	13	25965.05	15243.14	Residential	Brighton Heights	1	27	1	27	1	1-14	-80.03863971934393	40.48746624650747
947567	0115A00027000000	HALLER ST	HARRISVILLE, PA	0	0	13	6267.46	3718.6	Residential	Brighton Heights	1	27	1	27	1	1-14	-80.02995759941777	40.48960871666945
947568	0115C00221000000	PORTMAN AVE	PITTSBURGH, PA	0	0	13	4937.05	4782.27	Residential	Perry North	1	26	1	26	1	1-15	-80.02250431244869	40.48965324060246
947569	0115D00285000000	MAIRDALE AVE	PITTSBURGH, PA	0	0	13	4113.22	2253.89	Residential	Perry North	1	26	1	26	1	1-15	-80.01930879800362	40.490263678868445
947570	0115F00194000000	3901 OAKDALE ST	PITTSBURGH, PA	0	0	13	1099.1	603.32	Residential	Brighton Heights	1	26	1	26	1	1-15	-80.02678951813233	40.488593691704736
947571	0115H00095000000	121 HEMPHILL ST	PITTSBURGH, PA	0	0	13	6855.54	4276.95	Residential	Perry North	1	26	1	26	1	1-15	-80.01819612079747	40.488386254836726
947572	0115P00144000000	714 WOODS RUN AVE	PITTSBURGH, PA	0	0	13	20435.85	12241.76	Residential	Brighton Heights	1	27	1	27	1	1-14	-80.0261501704385	40.483119693523335
947573	0115P00156000000	706 WOODS RUN AVE	PITTSBURGH, PA	0	0	13	15966.67	8649.61	Residential	Brighton Heights	1	26	1	26	1	1-14	-80.02581600624441	40.48339376690559
947574	0116E00225000000	GOULD AVE	PITTSBURGH, PA	0	0	13	1288.92	705.85	Residential	Perry North	1	26	1	26	1	1-15	-80.0152158293271	40.4876496094659
947575	0120P00017000000	5605 CELADINE ST	PITTSBURGH, PA	0	0	13	1698.29	1266.96	Residential	Stanton Heights	7	10	2	10	5	3-5	-79.94509003214905	40.48210130784342
947576	0120P00084000000	5601 CAMELIA ST	PITTSBURGH, PA	0	0	13	19616.78	10510.98	Residential	Stanton Heights	7	10	2	10	5	3-5	-79.94376636635573	40.48211394429545
947577	0120P00169000000	57TH ST	PITTSBURGH, PA	0	0	13	1548.14	857.45	Residential	Stanton Heights	7	10	2	10	5	3-5	-79.94374082206147	40.48257342401438
947578	0124G00088000000	6439 DEAN ST	PITTSBURGH, PA	0	0	13	1836.02	1284.93	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-15	-79.90419673321854	40.468621238766495
947579	0124G00115000000	6424 DEAN ST	PITTSBURGH, PA	0	0	13	1891.54	1380.83	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-15	-79.90504767702502	40.46855820823859
947580	0124G00251000000	6419 APPLE ST	PITTSBURGH, PA	0	0	13	12890.33	8553.45	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-15	-79.90548384590134	40.468302567976714
947581	0124L00226000000	ROWAN ST	PITTSBURGH, PA	0	0	13	1976.02	1819.48	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-15	-79.90559489837031	40.466254647248654
947582	0124L00227000000	ROWAN ST	PITTSBURGH, PA	0	0	13	1675.21	1503.64	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-15	-79.90567391694742	40.466298600989205
947583	0124L00228000000	ROWAN ST	PITTSBURGH, PA	0	0	13	1739.77	1514.2	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-15	-79.90575277957917	40.46635121025675
947584	0124L00234000000	ROWAN ST	PORTLAND, ME	0	0	13	727.3	411.8	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-15	-79.90623234772016	40.466629482803285
947585	0124L00237000000	ROWAN ST	PITTSBURGH, PA	0	0	13	1642.2	2035.43	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-15	-79.90648097699288	40.46670668723013
947586	0124M00189000000	6619 APPLE ST	PITTSBURGH, PA	0	0	13	3573.86	3284.57	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-15	-79.90210525785437	40.46629967347666
947587	0124M00352000000	HEDGE ST	PITTSBURGH, PA	0	0	13	2845.11	3502.58	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-15	-79.90093599894989	40.46665686962868
947588	0124N00268000000	212 MEADOW ST	PITTSBURGH, PA	0	0	13	1113.91	648.02	Residential	Larimer	9	12	2	12	5	3-12	-79.9121524649101	40.462861314532205
947589	0124P00081000000	530 PAULSON AVE	PITTSBURGH, PA	0	0	13	4314.39	2679.4	Residential	Larimer	9	12	2	12	5	3-12	-79.91131844513293	40.46376807176689
947590	0124P00299000000	543 TURRETT ST	PITTSBURGH, PA	0	0	13	4758.7	5662.15	Residential	Larimer	9	12	2	12	5	3-12	-79.90914526403408	40.462762048111074
947591	0124R00038000000	329 LADSON ST	PITTSBURGH, PA	0	0	13	3090.6	2437.69	Residential	Larimer	9	12	2	12	5	3-12	-79.90742766245118	40.463539610713134
947592	0124R00309000000	LYRIC ST	PITTSBURGH, PA	0	0	13	268.4	9.78	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-15	-79.90432086370987	40.46442945186014
947593	0124S00153000000	820 LINCOLN AVE	PITTSBURGH, PA	0	0	13	2564.29	2230.08	Residential	Homewood West	9	12	2	12	5	3-15	-79.90337417620243	40.46336410231382
947594	0124S00283000000	6956 UPLAND ST	PITTSBURGH, PA	0	0	13	8047.69	4950.94	Residential	Homewood West	9	12	2	12	5	3-18	-79.89983722733545	40.46307794445741
947595	0125E00110000000	6554 FRANKSTOWN AVE	PITTSBURGH, PA	0	0	13	3763.58	1923.37	Residential	Larimer	9	12	2	12	5	3-10	-79.91236718511436	40.459686122404605
947596	0125G00027000000	6821 KELLY ST	PITTSBURGH, PA	0	0	13	12113.27	14108.39	Residential	Homewood West	9	12	2	12	5	3-17	-79.90549326479301	40.45770096250646
947597	0125G00152000000	MCCOMBS ST	PITTSBURGH, PA	0	0	13	214.62	128.87	Residential	Homewood West	9	12	2	12	5	3-17	-79.90427125907954	40.459165542446925
947598	0125L00034000000	6914 KELLY ST	PITTSBURGH, PA	0	0	13	4364.01	5640.08	Residential	Homewood West	9	12	2	12	5	3-17	-79.90375408225165	40.456794224502126
947599	0126H00271000000	7232 MEADE ST	PITTSBURGH, PA	0	0	13	15723.6	8591.6	Residential	Point Breeze North	9	14	2	14	4	3-14	-79.89960117231638	40.449398174692746
947600	0134B00330000000	MIFFLIN RD	PITTSBURGH, PA	0	0	13	3884.53	4721.31	Residential	New Homestead	5	31	4	31	4	4-20	-79.92832947545878	40.38238256857903
947601	0134L00250000000	MOONEY RD	PITTSBURGH, PA	0	0	13	3114.87	1908.34	Residential	New Homestead	5	31	4	31	4	4-20	-79.92054506234925	40.37824088506339
947602	0135H00240000000	BALDWIN RD	HOMESTEAD, PA	0	0	13	5343.24	2932.66	Residential	Hays	5	31	4	31	4	4-20	-79.93669978158253	40.38012469883275
947603	0138B00110000000	723 MAYTIDE ST	PITTSBURGH, PA	0	0	13	9648.34	8167.92	Residential	Overbrook	4	32	4	32	3	4-23	-79.99238093454308	40.3836772443663
947604	0163N00094000000	MONTANA ST	EAST PALESTINE, OH	0	0	13	4866.48	2824.42	Residential	Perry North	1	26	1	26	1	1-15	-80.01407350730534	40.49331583825406
947605	0172N00011000000	6965 LEMINGTON AVE	PITTSBURGH, PA	0	0	13	5694.66	3517.78	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-18	-79.89849292386488	40.47219865309082
947606	0173A00096000000	CHURCHLAND ST	PITTSBURGH, PA	0	0	13	2389.14	2766.94	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-18	-79.89626738458469	40.47051907951619
947607	0173C00068000000	1654 WESTMORELAND AVE	PITTSBURGH, PA	0	0	13	8094.11	8953.46	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-18	-79.89062822796926	40.47055070766016
947608	0173E00054000000	1374 PAULSON AVE	PITTSBURGH, PA	0	0	13	2220.89	1521.92	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-15	-79.8980803929377	40.46959665076382
947609	0173E00092000000	1363 MONTEZUMA ST	PITTSBURGH, PA	0	0	13	7966.35	4927.12	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-15	-79.89797806759172	40.468947975108414
947610	0173F00115000000	1519 WESTMORELAND AVE	PITTSBURGH, PA	0	0	13	4595	3042.38	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-18	-79.89441211059771	40.46892436640306
947611	0173F00285000000	7267 SOMERSET ST	PITTSBURGH, PA	0	0	13	8812.21	5095.68	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-18	-79.89173201074767	40.46792913807997
947612	0173F00318000000	SOMERSET ST	PITTSBURGH, PA	0	0	13	1411.51	1647.15	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-18	-79.89162437611843	40.467541610004304
947613	0173F00323000000	7254 SOMERSET ST	PITTSBURGH, PA	0	0	13	12529.45	8836.68	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-18	-79.89210398515316	40.467516189017694
947614	0173F00324000000	SOMERSET ST	PITTSBURGH, PA	0	0	13	255.68	179.76	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-18	-79.89219278396878	40.467510962899354
947615	0173F00325000000	SOMERSET ST	PITTSBURGH, PA	0	0	13	255.68	179.76	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-18	-79.89228935783278	40.46750416351992
947616	0173J00008000000	OLIVANT ST	PITTSBURGH, PA	0	0	13	302.18	175.25	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-15	-79.8992172359363	40.46699728053345
947617	0173J00310000000	324 MINGO ST	PITTSBURGH, PA	0	0	13	2593.83	1616.6	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-18	-79.89537367185683	40.46548907901799
947618	0173K00082000000	7214 LEMINGTON AVE	PITTSBURGH, PA	0	0	13	2704.41	1702.04	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-18	-79.89314550453794	40.466780512361865
947619	0173L00072000000	1520 OAKDENE ST	PITTSBURGH, PA	0	0	13	539.98	294.12	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-18	-79.89069536377923	40.46606728201584
947620	0173N00277000000	N MURTLAND ST	PITTSBURGH, PA	0	0	13	2093.36	2296.19	Residential	Homewood West	9	12	2	12	5	3-18	-79.89935598454545	40.463726784377215
947621	0173N00288000B00	1500 N MURTLAND ST	PITTSBURGH, PA	0	0	13	5157	3100.53	Residential	Homewood North	9	13	2	13	5	3-18	-79.89905597253751	40.46320655222718
947622	0173N00305000000	7035 UPLAND ST	PITTSBURGH, PA	0	0	13	1215.41	806.76	Residential	Homewood North	9	13	2	13	5	3-18	-79.89793663778421	40.463066023248565
947623	0173P00146000000	1335 SILVERTON AVE	PITTSBURGH, PA	0	0	13	3171.81	1747.63	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-18	-79.89191771153791	40.463025159277805
947624	0174A00021000000	UPLAND ST	PITTSBURGH, PA	0	0	13	2405.41	2945.13	Residential	Homewood North	9	13	2	13	5	3-18	-79.89701601938337	40.462437242016
947625	0174A00088000000	1323 N LANG AVE	PITTSBURGH, PA	0	0	13	5720.99	8179.13	Residential	Homewood North	9	13	2	13	5	3-18	-79.89782929135856	40.461968239256656
947626	0174A00264000000	7144 HERMITAGE ST	PITTSBURGH, PA	0	0	13	14029.71	8345.25	Residential	Homewood North	9	13	2	13	5	3-18	-79.89549248848314	40.460051655829545
947627	0174A00313000000	HERMITAGE ST	PITTSBURGH, PA	0	0	13	860.19	542.43	Residential	Homewood North	9	13	2	13	5	3-18	-79.89940288312215	40.46087246818618
947628	0174B00030000000	STRANAHAN ST	PITTSBURGH, PA	0	0	13	214.97	128.27	Residential	Homewood North	9	13	2	13	5	3-18	-79.89276016306553	40.46211267916853
947629	0174B00031000000	STRANAHAN ST	PITTSBURGH, PA	0	0	13	214.97	128.27	Residential	Homewood North	9	13	2	13	5	3-18	-79.89267618909399	40.46209299790566
947630	0174B00033000000	STRANAHAN ST	PITTSBURGH, PA	0	0	13	214.97	128.27	Residential	Homewood North	9	13	2	13	5	3-18	-79.89259476482916	40.4620743905689
947631	0174B00274000A00	7251 KEDRON ST	PITTSBURGH, PA	0	0	13	5005.45	4402.56	Residential	Homewood North	9	13	2	13	5	3-17	-79.89308768376631	40.460603346311416
947632	0174E00023000000	7152 MONTICELLO ST	PHILADELPHIA, PA	0	0	13	4252.16	2977.55	Residential	Homewood North	9	13	2	13	5	3-17	-79.89584597619826	40.4593952537579
947633	0174E00167000000	7032 IDLEWILD ST		0	0	13	1957.94	1321.62	Residential	Homewood North	9	13	2	13	5	3-17	-79.89947331066483	40.45884569380947
947634	0174E00172000200	7061 FOREST WAY	BRADDOCK, PA	0	0	13	2394.82	1522.61	Residential	Homewood North	9	13	2	13	5	3-17	-79.89882254529209	40.45860737755115
947635	0174F00059000000	7214 HERMITAGE ST	PITTSBURGH, PA	0	0	13	5563.9	3914.08	Residential	Homewood North	9	13	2	13	5	3-17	-79.8945495606323	40.45983484061546
947636	0174F00186000000	7336 MONTICELLO ST	PITTSBURGH, PA	0	0	13	693.68	606.61	Residential	Homewood North	9	13	2	13	5	3-17	-79.89179226293112	40.45847720899837
947637	0174G00193000000	1121 BRUSHTON AVE	PITTSBURGH, PA	0	0	13	1092.23	622.66	Residential	Homewood North	9	13	2	13	5	3-17	-79.88879460397922	40.45859187190948
947638	0174H00234000000	1068 WHEELER ST	PITTSBURGH, PA	0	0	13	605.74	652.47	Residential	Homewood North	9	13	2	13	5	3-17	-79.88441119893174	40.458525521653456
947639	0174K00006000000	7347 IDLEWILD ST	PITTSBURGH, PA	0	0	13	7583.53	3951.97	Residential	Homewood North	9	13	2	13	5	3-17	-79.89166979499755	40.45739364033774
947640	0174M00165000000	WHEELER ST	PITTSBURGH, PA	0	0	13	1771.13	1514.6	Residential	Homewood North	9	13	2	13	5	3-17	-79.88406891774494	40.456782021153046
947641	0174M00177000000	WHEELER ST	JEANNETTE, PA	0	0	13	752.51	921.42	Residential	Homewood North	9	13	2	13	5	3-17	-79.88425984498022	40.457456631873406
947642	0174M00186000000	WHEELER ST	STAFFORD, VA	0	0	13	472.2	333.17	Residential	Homewood North	9	13	2	13	5	3-17	-79.8846852622977	40.45714615976165
947643	0174P00026000000	7441 TIOGA ST	PITTSBURGH, PA	0	0	13	3641.13	2842.82	Residential	Homewood South	9	13	2	13	5	3-17	-79.89319844785285	40.45275238207412
947644	0174R00046000000	718 N BRADDOCK AVE	PITTSBURGH, PA	0	0	13	3155.36	1970.88	Residential	Homewood South	9	13	2	13	5	3-17	-79.89031985172241	40.45460780606479
947645	0174R00345000000	7706 BENNETT ST	PITTSBURGH, PA	0	0	13	5674.23	3130.1	Residential	Homewood South	9	13	2	13	5	3-17	-79.88782618610813	40.454247990996016
947646	0174S00218000000	CONEMAUGH ST	PITTSBURGH, PA	0	0	13	3442.19	4981.09	Residential	East Hills	9	13	2	13	5	3-17	-79.88288311397886	40.45497636329579
947647	0174S00358000000	709 SINGER PL	PITTSBURGH, PA	0	0	13	3054.37	1649	Residential	East Hills	9	13	2	13	5	3-17	-79.88374413626553	40.45322194211551
947648	0175B00166000000	7617 SUSQUEHANNA ST	PITTSBURGH, PA	0	0	13	5250.16	6918.69	Residential	Homewood South	9	13	2	13	5	3-17	-79.89148599721955	40.451047256352616
947649	0175C00240000000	ALSACE ST	PITTSBURGH, PA	0	0	13	129.63	160.43	Residential	Homewood South	9	13	2	13	5	3-17	-79.88907691799972	40.45116419231144
947650	0175C00341000000	MULFORD ST	GOLDSTON, NC	0	0	13	995.33	1270.2	Residential	Homewood South	9	13	2	13	5	3-17	-79.88712451030528	40.451798033218736
947651	0175C00353000000	7718 HAMILTON AVE	PITTSBURGH, PA	0	0	13	5454.03	4890.07	Residential	Homewood South	9	13	2	13	5	3-17	-79.88834516018504	40.4522736426742
947652	0175G00080000000	7809 SUSQUEHANNA ST	PITTSBURGH, PA	0	0	13	10430.39	5807.15	Residential	Homewood South	9	13	2	13	5	3-17	-79.88858516431908	40.449940847425054
947653	0175H00174000000	7930 TACOMA ST	PITTSBURGH, PA	0	0	13	1357.16	734.24	Residential	Homewood South	9	13	2	13	5	3-17	-79.88544407158872	40.450257771631065
947654	0175M00007000000	7934 MADIERA ST	PITTSBURGH, PA	0	0	13	3884.3	1854.58	Residential	Homewood South	9	13	2	13	5	3-17	-79.88632338966454	40.44771377684148
947655	0184N00242000000	1137 MARGRAY ST	PITTSBURGH, PA	0	0	13	11924.46	6112.04	Residential	Lincoln Place	5	31	4	31	4	4-20	-79.9159744505912	40.36738850590738
947656	0184N00243000000	MARGRAY ST	WINTER GARDEN, FL	0	0	13	214.97	128.27	Residential	Lincoln Place	5	31	4	31	4	4-20	-79.9161042145749	40.3673931723915
947657	0185S00341000000	MARGRAY ST	WINTER GARDEN, FL	0	0	13	649.15	361.16	Residential	Lincoln Place	5	31	4	31	4	4-20	-79.91618666818718	40.367388808890354
947658	0231E00171000000	1067 SILVERDALE ST	PITTSBURGH, PA	0	0	13	3275.67	1300.06	Residential	Homewood North	9	13	2	13	5	3-17	-79.88105343060651	40.45794991926306
947659	0231F00137000000	8435 DERSAM ST	PITTSBURGH, PA	0	0	13	6694.25	5717.22	Residential	East Hills	9	13	2	13	5	3-17	-79.87706338213819	40.45873471121976
947660	0231F00209000000	DERSAM ST	IRWIN, PA	0	0	13	793.27	447.66	Residential	East Hills	9	13	2	13	5	3-17	-79.87689352152663	40.458371177291866
947661	0231J00086000000	LAWNDALE ST	PITTSBURGH, PA	0	0	13	493.5	304.07	Residential	Homewood North	9	13	2	13	5	3-17	-79.88144848929086	40.45759968342202
947662	0231K00267000000	WILKINSBURG AVE	GAITHERSBURG, MD	0	0	13	444.42	259.57	Residential	East Hills	9	13	2	13	5	3-17	-79.87558403297635	40.45522405649727
947663	0231L00092000000	2437 PARK HILL DR	MC DONOUGH, GA	0	0	13	4431.01	3468.87	Residential	East Hills	9	13	2	13	5	3-19	-79.8736165323107	40.45635301797008
947664	0231N00162000000	641 TOKAY ST	PITTSBURGH, PA	0	0	13	5058.81	6272.12	Residential	East Hills	9	13	2	13	5	3-17	-79.8791334585985	40.453227183810974
