_id	pin	address	billing_city	current_delq_tax	current_delq_pi	prior_years	prior_delq_tax	prior_delq_pi	state_description	neighborhood	council_district	ward	public_works_division	pli_division	police_zone	fire_zone	longitude	latitude
947665	0231R00016000000	2335 PARK HILL DR	PITTSBURGH, PA	0	0	13	3462.88	2208.55	Residential	East Hills	9	13	2	13	5	3-19	-79.87468275296824	40.4550217670898
947666	0232A00301000000	585 SEAGIRT ST	PITTSBURGH, PA	0	0	13	8338.7	6699.13	Residential	East Hills	9	13	2	13	5	3-17	-79.87935619685689	40.4516186177665
947667	0232A00320000000	513 SEAGIRT ST	PITTSBURGH, PA	0	0	13	6242.47	3719.03	Residential	East Hills	9	13	2	13	5	3-17	-79.87894418533902	40.45032297267296
947668	0232A00325000000	SEAGIRT ST	DUQUESNE, PA	0	0	13	319.72	182	Residential	East Hills	9	13	2	13	5	3-17	-79.87861736070954	40.45073321284922
947669	0232B00054000000	1833 FAHNESTOCK ST	PITTSBURGH, PA	0	0	13	8373.24	5060.66	Residential	East Hills	9	13	2	13	5	3-17	-79.87853369231793	40.452522072370144
947670	0232B00312000000	TOKAY ST	PITTSBURGH, PA	0	0	13	144.12	86.48	Residential	East Hills	9	13	2	13	5	3-17	-79.87725218459529	40.45232142348036
947671	0232F00055000000	FAHNESTOCK ST	FARRELL, PA	0	0	13	721.07	404.16	Residential	East Hills	9	13	2	13	5	3-17	-79.8781511371447	40.45027551997812
947672	0003L00096000000	1107 SARAH ST	WEST BABYLON, NY	0	0	14	21054.51	18823.83	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98718263149307	40.42787120554465
947673	0003L00193000000	S 10TH ST	PITTSBURGH, PA	0	0	14	46.5	33.69	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98862367555081	40.42656322477232
947674	0003M00265000000	129 S 13TH ST	MC KEESPORT, PA	0	0	14	29306.69	17048.1	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98503103310954	40.426326391556245
947675	0003N00028000C00	CRAIGHEAD ST	MOUNT LAUREL, NJ	0	0	14	56.38	46.88	Residential	Mount Washington	3	18	5	18	3	4-5	-79.99874646666157	40.42537744188744
947676	0003R00325000000	EUREKA ST	PITTSBURGH, PA	0	0	14	273.41	347.46	Residential	Allentown	3	18	4	18	3	4-5	-79.9906013801823	40.42361277289404
947677	0004F00056000000	318 NATCHEZ ST	MC KEESPORT, PA	0	0	14	17429.7	11368.12	Residential	Mount Washington	2	19	5	19	3	4-27	-80.01146942914336	40.429082645390494
947678	0004J00202000000	CAIRO ST	PITTSBURGH, PA	0	0	14	3948.02	3769.21	Residential	Mount Washington	2	19	5	19	3	4-27	-80.0149099934215	40.42639559949434
947679	0004N00024000000	114 DILWORTH ST	PITTSBURGH, PA	0	0	14	7525.77	7096.65	Residential	Mount Washington	2	19	5	19	3	4-27	-80.0121619388744	40.425646051230736
947680	0005C00123000000	PLYMOUTH ST	LEECHBURG, PA	0	0	14	3964.21	2400.98	Residential	Duquesne Heights	2	19	5	19	3	4-1	-80.02166443176543	40.43250585310324
947681	0005P00080000000	709 SHADYCREST CT	PITTSBURGH, PA	0	0	14	5273.17	3163.85	Residential	Beechview	4	20	5	20	6	4-28	-80.02568928600942	40.424661426280665
947682	0006P00074000000	EDITH ST	PITTSBURGH, PA	0	0	14	4197.91	5050.35	Residential	Duquesne Heights	2	19	5	19	3	4-1	-80.02529976795462	40.43555672787242
947683	0009M00323000000	ROWLEY ST	VERONA, PA	0	0	14	561.28	717.42	Residential	Crawford-Roberts	6	3	3	3	2	2-1	-79.98295446202566	40.445503974049615
947684	0009S00228000000	WEBSTER AVE	PITTSBURGH, PA	0	0	14	6701.18	3728.5	Residential	Crawford-Roberts	6	3	3	3	2	2-1	-79.98391414419379	40.44457478755811
947685	0010D00175000000	703 FRANCIS ST	PITTSBURGH, PA	0	0	14	2830.52	1853.04	Residential	Bedford Dwellings	6	5	3	5	2	2-5	-79.97021324443607	40.45105403960211
947686	0010D00254000000	639 HOLLACE ST	PITTSBURGH, PA	0	0	14	948.65	788.27	Residential	Middle Hill	6	5	3	5	2	2-5	-79.96818310711589	40.450811407555086
947687	0010D00261000000	625 HOLLACE ST	PITTSBURGH, PA	0	0	14	6278.22	3979.6	Residential	Middle Hill	6	5	3	5	2	2-5	-79.96801067889848	40.4505343075281
947688	0010D00273000000	WYLIE AVE	PITTSBURGH, PA	0	0	14	131.21	105.14	Residential	Middle Hill	6	5	3	5	2	2-5	-79.96676512286336	40.450428718062646
947689	0010D00374000000	2910 WEBSTER AVE	PITTSBURGH, PA	0	0	14	8136.77	4782.75	Residential	Middle Hill	6	5	3	5	2	2-5	-79.96678036720769	40.45182005603638
947690	0010F00016000000	2312 WEBSTER AVE	PITTSBURGH, PA	0	0	14	9988.05	6798.66	Residential	Middle Hill	6	5	3	5	2	2-5	-79.97528327140621	40.44822418373695
947691	0010F00086000000	WEBSTER AVE	PITTSBURGH, PA	0	0	14	118.26	99.62	Residential	Middle Hill	6	5	3	5	2	2-5	-79.97461749876912	40.44893703594518
947692	0010G00002000000	2519 MAHON ST	PITTSBURGH, PA	0	0	14	12043.12	7746.44	Residential	Middle Hill	6	5	3	5	2	2-5	-79.9707655198209	40.44795296598922
947693	0010G00343000000	DUFF ST	PITTSBURGH, PA	0	0	14	179.92	208.35	Residential	Middle Hill	6	5	3	5	2	2-5	-79.97365410524598	40.44945869846321
947694	0010H00203000000	HOLLACE ST	PITTSBURGH, PA	0	0	14	1118.78	1636.83	Residential	Middle Hill	6	5	3	5	2	2-5	-79.96781770027796	40.450230567159146
947695	0010H00220000000	2815 WYLIE AVE	VERONA, PA	0	0	14	9343.35	4538.77	Residential	Middle Hill	6	5	3	5	2	2-5	-79.96758375545134	40.450070102025485
947696	0010H00306000000	WANDLESS ST	PITTSBURGH, PA	0	0	14	163.79	176.05	Residential	Middle Hill	6	5	3	5	2	2-5	-79.96632515446858	40.45004795574631
947697	0010K00263000000	2234 WEBSTER AVE	PITTSBURGH, PA	0	0	14	9440.45	6137.9	Residential	Middle Hill	6	5	3	5	2	2-5	-79.97649457422035	40.447751571116925
947698	0010M00102000000	2522 ELBA ST	PITTSBURGH, PA	0	0	14	4801.32	4565.09	Residential	Middle Hill	6	5	3	5	2	2-5	-79.96980156670125	40.44635002675358
947699	0010P00174000000	2112 HEMANS ST	PITTSBURGH, PA	0	0	14	10945.54	7169.94	Residential	Middle Hill	6	5	3	5	2	2-1	-79.97775022259097	40.44413545339144
947700	0011E00207000A00	WICK ST	HOMESTEAD, PA	0	0	14	1518.99	1871.64	Residential	Crawford-Roberts	6	3	3	3	2	2-1	-79.9799743237537	40.44054717359044
947701	0011G00022000000	127 MOULTRIE ST	PITTSBURGH, PA	0	0	14	2910.42	2014.02	Residential	West Oakland	6	4	3	4	4	2-1	-79.97429761053833	40.43886088595063
947702	0013C00249000000	2404 BURHAM ST	PITTSBURGH, PA	0	0	14	11275.56	6914.59	Residential	South Side Slopes	3	16	4	16	3	4-22	-79.97234491415287	40.42119125299926
947703	0013H00046000000	2724 NILES ST	PITTSBURGH, PA	0	0	14	1023.3	1095.73	Residential	South Side Slopes	3	16	4	16	3	4-22	-79.9694194466442	40.42027309854119
947704	0013L00121000000	2429 ECCLES ST		0	0	14	14316.31	7471.71	Residential	South Side Slopes	3	16	4	16	3	4-22	-79.97133747550862	40.418245217337294
947705	0013L00199000000	CLOVER ST	PITTSBURGH, PA	0	0	14	3148.22	3277.33	Residential	Arlington	3	16	4	16	3	4-8	-79.97120508523555	40.41686120207497
947706	0013M00067000000	SALISBURY ST	PITTSBURGH, PA	0	0	14	5248.26	2910.63	Residential	South Side Slopes	3	16	4	16	3	4-22	-79.96995112902273	40.41824830261029
947707	0013N00219000000	435 PARKWOOD RD	MASTIC BEACH, NY	0	0	14	4657.46	3693.12	Residential	Arlington	3	16	4	16	3	4-8	-79.98011404490003	40.41452431515091
947708	0013P00090000000	STERLING ST	PITTSBURGH, PA	0	0	14	4161.43	4856.59	Residential	Arlington	3	16	4	16	3	4-8	-79.97524805843764	40.415145414381335
947709	0013P00201000000	SUR WAY		0	0	14	2079.24	1335.6	Residential	Arlington	3	16	4	16	3	4-8	-79.97739927360344	40.415042150327736
947710	0014A00213000000	54 MILLBRIDGE ST	PITTSBURGH, PA	0	0	14	7002.27	4521.25	Residential	Allentown	3	18	4	18	3	4-5	-79.99598430895455	40.42251824640305
947711	0014B00049000000	EXCELSIOR ST	OZONE PARK, NY	0	0	14	5194.57	3787.29	Residential	Allentown	3	18	4	18	3	4-5	-79.9943136871562	40.42303475351638
947712	0014B00087000000	727 CARNIVAL WAY	RICHMOND, UT	0	0	14	5725.18	3798.56	Residential	Allentown	3	18	4	18	3	4-5	-79.99480901923833	40.42243291996964
947713	0014C00273000000	E WARRINGTON AVE	PITTSBURGH, PA	0	0	14	2101.17	2480.14	Commercial	Allentown	3	18	4	18	3	4-6	-79.9907134323593	40.42161810325076
947714	0014E00155000000	INDUSTRY ST	MC KEES ROCKS, PA	0	0	14	1338.47	1231.53	Residential	Beltzhoover	3	18	4	18	3	4-21	-79.9980626727422	40.420923435281686
947715	0014E00302000000	MILLBRIDGE ST	PITTSBURGH, PA	0	0	14	1616.05	1797.68	Residential	Allentown	3	18	4	18	3	4-21	-79.99548809595335	40.41974980966275
947716	0014F00024000000	WALTER ST		0	0	14	3845	5644.94	Residential	Allentown	3	18	4	18	3	4-21	-79.99501867355717	40.42020697123581
947717	0014F00272000000	830 CLIMAX ST	BETHEL PARK, PA	0	0	14	9064.43	6004.8	Residential	Allentown	3	18	4	18	3	4-6	-79.9924557315801	40.41981189435749
947718	0014F00357000000	836 FREELAND ST	CANONSBURG, PA	0	0	14	2998.54	1670.55	Residential	Allentown	3	18	4	18	3	4-6	-79.99224209635517	40.418974176241726
947719	0014J00056000000	JUCUNDA ST	PITTSBURGH, PA	0	0	14	1017.77	574.47	Residential	Knoxville	3	30	4	30	3	4-21	-79.99694119697868	40.4173617150452
947720	0014J00171000000	710 BERND ST	PITTSBURGH, PA	0	0	14	8438.63	6404.74	Residential	Beltzhoover	3	18	4	18	3	4-21	-79.9979085897858	40.41631372267768
947721	0014J00245000000	601 CURTIN AVE	MC KEESPORT, PA	0	0	14	10238.43	6552.75	Residential	Beltzhoover	3	18	4	18	3	4-21	-79.99852045905787	40.417346905585454
947722	0014K00101000000	334 ORCHARD PL	PITTSBURGH, PA	0	0	14	14024.1	8914.34	Residential	Knoxville	3	30	4	30	3	4-21	-79.99475411327947	40.417754204661605
947723	0014K00157000000	JUCUNDA ST	PITTSBURGH, PA	0	0	14	450.41	456.91	Residential	Knoxville	3	30	4	30	3	4-6	-79.99249755785078	40.417486251458314
947724	0014K00199000000	322 JUCUNDA ST	PITTSBURGH, PA	0	0	14	4421.62	2876.87	Residential	Knoxville	3	30	4	30	3	4-21	-79.99419287197772	40.417024804533966
947725	0014K00226000000	JUCUNDA ST	PITTSBURGH, PA	0	0	14	3572.49	4917.69	Residential	Knoxville	3	30	4	30	3	4-6	-79.99185050468039	40.41708851056989
947726	0014K00289000000	246 CHARLES ST	PITTSBURGH, PA	0	0	14	16509.26	10671.22	Residential	Knoxville	3	30	4	30	3	4-6	-79.99274088891893	40.416329507216574
947727	0014L00023000000	LILLIAN ST	HOUSTON, TX	0	0	14	5964.92	6909.21	Residential	Allentown	3	18	4	18	3	4-6	-79.98916667212538	40.418680895312725
947728	0014L00037000000	3 AMANDA AVE	PITTSBURGH, PA	0	0	14	200.38	126.44	Residential	Knoxville	3	30	4	30	3	4-6	-79.98848781088874	40.41828042777684
947729	0014L00153000000	JUCUNDA ST	TARPON SPRINGS, FL	0	0	14	346.49	336.85	Residential	Knoxville	3	30	4	30	3	4-6	-79.98888186952118	40.41717913934124
947730	0014M00076000000	1789 ARLINGTON AVE	PITTSBURGH, PA	0	0	14	23160.9	14293.65	Residential	South Side Slopes	3	17	4	17	3	4-22	-79.98309559680398	40.417994122181504
947731	0014M00289000000	102 BROWNSVILLE RD	NEW YORK, NY	0	0	14	19307.77	22660.9	Commercial	Mount Oliver Borough								
947732	0014N00043000000	906 BERND ST	PITTSBURGH, PA	0	0	14	473.33	349.11	Residential	Beltzhoover	3	18	4	18	3	4-21	-79.99835746952861	40.41449181287283
947733	0014N00215000000	422 ROCHELLE ST	MOSCOW RUSSIA, 	0	0	14	9377.45	5970.41	Residential	Knoxville	3	30	4	30	3	4-21	-79.99651670105833	40.41474117687283
947734	0014P00241000000	318 BAUSMAN ST	PITTSBURGH, PA	0	0	14	4660.65	3008.47	Residential	Knoxville	3	30	4	30	3	4-7	-79.99390722772587	40.41406202327435
947735	0014R00147000000	140 ROCHELLE ST	BETHEL PARK, PA	0	0	14	7365.59	4679.38	Residential	Knoxville	3	30	4	30	3	4-6	-79.98999451275401	40.41492458818313
947736	0015D00083000000	KINGSBORO ST	FRANCE  77420, 	0	0	14	498.47	588.63	Residential	Mount Washington	3	18	5	18	3	4-5	-80.00235374663741	40.421937298947
947737	0015G00272000000	CLIMAX ST	PITTSBURGH, PA	0	0	14	830.45	530.45	Residential	Beltzhoover	3	18	4	18	3	4-16	-80.0051186765412	40.41900828558448
947738	0015H00107000000	LOYAL WAY	PITTSBURGH, PA	0	0	14	94.59	88.36	Residential	Beltzhoover	3	18	4	18	3	4-16	-80.00326304694353	40.419170243343096
947739	0015K00101000000	213 BOGGSTON AVE	PITTSBURGH, PA	0	0	14	4741.98	3295.08	Residential	Beltzhoover	3	18	4	18	3	4-16	-80.00896423569382	40.41868463694533
947740	0015K00134000000	16 CLIMAX ST	PITTSBURGH, PA	0	0	14	2985.88	1975.44	Residential	Beltzhoover	3	18	4	18	3	4-16	-80.00936002036141	40.417738724312166
947741	0015L00152000000	134 CHALFONT ST	PITTSBURGH, PA	0	0	14	2511.16	2142.62	Residential	Beltzhoover	3	18	4	18	3	4-16	-80.00441484587851	40.41638223138594
947742	0015L00250000000	GEARING AVE	PITTSBURGH, PA	0	0	14	4831.11	5333.43	Residential	Beltzhoover	3	18	4	18	3	4-16	-80.00485921714525	40.41803948269246
947743	0015M00183000000	334 SYLVANIA AVE	LONG BEACH, CA	0	0	14	8320.44	5859.34	Residential	Beltzhoover	3	18	4	18	3	4-16	-80.00099259774633	40.41718884177484
947744	0015P00047000000	SCHUCK WAY	PITTSBURGH, PA	0	0	14	1862.11	2098.28	Residential	Beltzhoover	3	18	4	18	3	4-16	-80.00792563844378	40.41599993549756
947745	0015R00182000000	MONTOOTH ST	PITTSBURGH, PA	0	0	14	312.5	294.7	Residential	Beltzhoover	3	18	4	18	3	4-16	-80.00555930131631	40.4150819090972
947746	0015R00183000000	MONTOOTH ST	PITTSBURGH, PA	0	0	14	358.9	353.06	Residential	Beltzhoover	3	18	4	18	3	4-16	-80.00556206798618	40.415153654522186
947747	0015R00243000000	827 GEARING AVE	PITTSBURGH, PA	0	0	14	8453.06	5150.82	Residential	Beltzhoover	3	18	4	18	3	4-16	-80.00456863881239	40.41483098427034
947748	0015S00023000000	311 MICHIGAN ST	PITTSBURGH, PA	0	0	14	6575.34	5159.02	Residential	Beltzhoover	3	18	4	18	3	4-16	-80.0017971747832	40.41609016670739
947749	0015S00065000000	MICHIGAN ST	TURTLE CREEK, PA	0	0	14	3726.75	4817.86	Residential	Beltzhoover	3	18	4	18	3	4-21	-80.000082084479	40.415698760393354
947750	0015S00136000000	806 ESTELLA AVE	PITTSBURGH, PA	0	0	14	8516.18	5623.81	Residential	Beltzhoover	3	18	4	18	3	4-21	-80.0006241183451	40.41560410816891
947751	0016P00084000000	BELASCO AVE	PITTSBURGH, PA	0	0	14	6556.47	6928.16	Residential	Beechview	4	19	5	19	6	4-28	-80.02742447047194	40.415293969740006
947752	0016P00167000000	METHYL ST		0	0	14	300.95	205.55	Residential	Beechview	4	19	5	19	6	4-28	-80.02622049586266	40.416187080733735
947753	0018D00231000000	JOURNAL ST	PITTSBURGH, PA	0	0	14	2186.76	1255.86	Residential	Ridgemont	2	20	5	20	6	1-18	-80.03439198258776	40.432930138592965
947754	0018G00060000000	GREENTREE RD	BEAUFORT, SC	0	0	14	1855.25	1070.37	Residential	Ridgemont								
947755	0018H00082000000	ALBANY ST	LAKE WORTH, FL	0	0	14	423.37	296.55	Residential	Ridgemont	2	20	5	20	6	1-18	-80.03577504956385	40.43021704077895
947756	0019B00068000000	8 ELBON ST	PITTSBURGH, PA	0	0	14	6210.1	4159.09	Residential	Elliott	2	20	5	20	6	1-17	-80.04123031726967	40.44145732368056
947757	0019C00035000000	FURLEY ST		0	0	14	3575.24	2431.2	Residential	Elliott	2	20	5	20	6	1-17	-80.03804871782238	40.44268300389615
947758	0019C00184000000	211 AMHERST ST	PITTSBURGH, PA	0	0	14	12353.25	15266.76	Residential	Elliott	2	20	5	20	6	1-17	-80.03949644850846	40.44195790521975
947759	0019H00121000000	40 NOBLESTOWN RD	HURST, TX	0	0	14	8040.67	3573.07	Residential	Elliott	2	20	5	20	6	1-17	-80.03540490747838	40.43939358123676
947760	0019P00124000000	WITTMAN ST	PITTSBURGH, PA	0	0	14	4506.6	2899.12	Residential	Westwood	2	20	5	20	6	1-18	-80.04315767514787	40.43412628187544
947761	0020F00094000000	1283 LAKEWOOD ST	PITTSBURGH, PA	0	0	14	9351.19	6300.03	Residential	Elliott	2	20	5	20	6	1-17	-80.04174570082182	40.44902357457576
947762	0020G00017000000	LAKEWOOD ST	PITTSBURGH, PA	0	0	14	2939.49	1643.05	Residential	Elliott	2	20	5	20	6	1-17	-80.04055053596447	40.45004673026423
947763	0020L00250000000	1042 LAKEWOOD ST	PITTSBURGH, PA	0	0	14	11444.76	9513.78	Residential	Elliott	2	20	5	20	6	1-17	-80.03996629447603	40.44625900904032
947764	0020L00262000000	LAKEWOOD ST	PITTSBURGH, PA	0	0	14	3166.63	3107.13	Residential	Elliott	2	20	5	20	6	1-17	-80.03928908622996	40.445662783344886
947765	0020M00203000000	320 LORENZ AVE	PITTSBURGH, PA	0	0	14	4554.46	3336.17	Residential	Elliott	2	20	5	20	6	1-17	-80.03688522214505	40.446731854162
947766	0020P00277000000	1121 CHARTIERS AVE	PITTSBURGH, PA	0	0	14	6901.56	5136.5	Residential	Crafton Heights	2	20	5	20	6	1-17	-80.04239286555817	40.445349186334695
947767	0020S00110000000	207 HERNDON ST	BEAVER FALLS, PA	0	0	14	9622.5	6002.42	Residential	Elliott	2	20	5	20	6	1-17	-80.03663729367592	40.44328590514266
947768	0021J00020000000	2762 STAFFORD ST	PITTSBURGH, PA	0	0	14	10728.62	6814.51	Residential	Sheraden	2	20	5	20	6	1-16	-80.04951909711156	40.45593900277152
947769	0021J00165000000	GLASGOW ST	PITTSBURGH, PA	0	0	14	1074.26	698.57	Residential	Sheraden	2	20	5	20	6	1-16	-80.04741109473085	40.45624258444401
947770	0021N00188000000	WYCKOFF AVE	BRIDGEVILLE, PA	0	0	14	3511.8	2250.65	Residential	Sheraden	2	20	5	20	6	1-16	-80.0484367539252	40.454179953204296
947771	0021N00219000000	2617 STAFFORD ST	PITTSBURGH, PA	0	0	14	5949.56	4434.43	Residential	Sheraden	2	20	5	20	6	1-16	-80.04613176624842	40.45337400549595
947772	0022B00129000000	MARVISTA ST	STRABANE, PA	0	0	14	2682.2	1624.89	Residential	California-Kirkbride	6	21	1	21	1	1-9	-80.02659137814831	40.46140844287028
947773	0022B00139000000	1223 MARVISTA ST	PITTSBURGH, PA	0	0	14	1654.45	1031.78	Residential	California-Kirkbride	6	21	1	21	1	1-9	-80.02577554505403	40.461431615880855
947774	0023A00111000000	NORMAN ST		0	0	14	304.8	287.94	Residential	Perry South	6	25	1	25	1	1-10	-80.01536159458867	40.46159450255681
947775	0023B00054000000	1909 LITHGOW AVE	PITTSBURGH, PA	0	0	14	5029.7	2647.44	Residential	Perry South	6	25	1	25	1	1-10	-80.01029930015174	40.462087855121794
947776	0023B00107000000	CLAYTON AVE	PORTLAND, OR	0	0	14	5651.18	3086.64	Residential	Perry South	6	25	1	25	1	1-10	-80.01016226186809	40.46140446326452
947777	0023C00204000000	LANARK ST	PITTSBURGH, PA	0	0	14	864	490.86	Residential	Fineview	1	25	1	25	1	1-10	-80.004488889143	40.461034687006986
947778	0023D00117000000	1606 WARREN ST	BAKERSTOWN, PA	0	0	14	8987.54	6805.65	Residential	Fineview	1	25	1	25	1	1-10	-80.00240129848162	40.460978010058426
947779	0023H00357000000	HENDERSON ST	PITTSBURGH, PA	0	0	14	5473.8	3253.08	Residential	Fineview	1	25	1	25	1	1-10	-80.00210005853863	40.4596923548162
947780	0023K00012000000	319 JACKSONIA ST	WEXFORD, PA	0	0	14	22373.82	13444.66	Residential	Central Northside	1	25	1	25	1	1-21	-80.01119113065505	40.45740475564705
947781	0024C00109000000	210 HOMER ST	PITTSBURGH, PA	0	0	14	4062.82	5001.38	Residential	Spring Garden	1	24	1	24	1	1-24	-79.98821192774125	40.462179928340205
947782	0024C00192000A00	1256 SPRING GARDEN AVE	PITTSBURGH, PA	0	0	14	16729.71	21036.41	Residential	Spring Garden	1	24	1	24	1	1-5	-79.98953408559296	40.46066004993938
947783	0025S00195000000	2923 BEDFORD AVE	PITTSBURGH, PA	0	0	14	11605.26	7219.33	Residential	Bedford Dwellings	6	5	3	5	2	2-5	-79.96723245040894	40.4532038997054
947784	0025S00226000000	BEDFORD AVE		0	0	14	360.92	500.66	Residential	Middle Hill	6	5	3	5	2	2-5	-79.96668317764785	40.45297146055305
947785	0026P00151000000	ADELAIDE ST	PITTSBURGH, PA	0	0	14	3363.72	2030.14	Residential	Upper Hill	6	5	3	5	2	2-22	-79.96061986864633	40.45424194272315
947786	0032E00347000000	OTTILLIA ST		0	0	14	36.83	28.38	Residential									
947787	0032F00340000000	ENGSTLER ST	PITTSBURGH, PA	0	0	14	7406.1	10005.06	Residential	St. Clair	3	16	4	16	3	4-8	-79.9754149137748	40.41085670173892
947788	0032N00315000000	410 LAUGHLIN AVE	DUQUESNE, PA	0	0	14	7407.08	3892.33	Residential	Carrick	4	29	4	29	3	4-12	-79.98034314733776	40.405081989140335
947789	0033A00340000000	415 MOORE AVE	PITTSBURGH, PA	0	0	14	12214.97	6845.98	Residential	Knoxville	3	30	4	30	3	4-7	-79.99574736046493	40.41222598601139
947790	0033B00237000000	ARABELLA ST	PITTSBURGH, PA	0	0	14	223.99	260.1	Residential	Knoxville	3	30	4	30	3	4-7	-79.99473521150841	40.41268301724723
947791	0033B00351000000	MOORE AVE	MONROEVILLE, PA	0	0	14	3856.68	3514.93	Residential	Knoxville	3	30	4	30	3	4-7	-79.99495732367393	40.41198275224836
947792	0033C00351000000	SCHOOL WAY	PITTSBURGH, PA	0	0	14	2867.41	2987.49	Commercial	Mount Oliver Borough								
947793	0033D00152000000	172 ORMSBY AVE	PITTSBURGH, PA	0	0	14	3672.71	2555.45	Residential	Mount Oliver Borough								
947794	0033K00126000000	215 REIFERT ST	PHILADELPHIA, PA	0	0	14	3698.42	2281.65	Residential	Knoxville	3	30	4	30	3	4-7	-79.99273541402064	40.40843069477634
947795	0033L00072000000	118 QUINCY AVE	CONNELLSVILLE, PA	0	0	14	7765.32	8821.2	Residential	Mount Oliver Borough								
947796	0034H00301000000	216 FORDYCE ST	PITTSBURGH, PA	0	0	14	14605.84	9721.51	Residential	Bon Air	4	18	4	18	3	4-7	-80.00084948797347	40.409062935467325
947797	0035B00074000000	1511 BELASCO AVE	PITTSBURGH, PA	0	0	14	12354.67	8398.05	Residential	Beechview	4	19	5	19	6	4-28	-80.02724752052168	40.41183820185078
947798	0035G00328000000	1538 ROCKLAND AVE	PITTSBURGH, PA	0	0	14	15215.07	11986.79	Residential	Beechview	4	19	5	19	6	4-28	-80.02032525777011	40.41088848231389
947799	0035H00075000000	1529 ORANGEWOOD AVE	PITTSBURGH, PA	0	0	14	13539.93	8829.12	Residential	Beechview	4	19	5	19	6	4-28	-80.01805263082693	40.41132412584776
947800	0036H00144000000	CHAPPEL AVE	PITTSBURGH, PA	0	0	14	6695.24	3658.76	Residential	Banksville	2	20	5	20	6	4-9	-80.03527937300906	40.41107041704698
947801	0039E00037000000	PENSDALE ST	MEADOW LANDS, PA	0	0	14	1533.54	868.8	Residential	Oakwood	2	28	5	28	6	1-19	-80.06534593219786	40.42881307801606
947802	0039E00040000000	PENSDALE ST	MEADOW LANDS, PA	0	0	14	2712.15	1633.75	Residential	Oakwood	2	28	5	28	6	1-19	-80.06513125303985	40.4285459976082
947803	0041H00195000000	801 DUBOIS ST	PITTSBURGH, PA	0	0	14	8119.53	5447.95	Residential	Crafton Heights	2	20	5	20	6	1-16	-80.05071582544673	40.45013910061181
947804	0042C00085000000	226 OREGON ST	PITTSBURGH, PA	0	0	14	7678.47	4382.95	Residential	Esplen	2	20	5	20	6	1-27	-80.0542941328627	40.46234725689791
947805	0042C00185000000	216 RADCLIFFE ST	PITTSBURGH, PA	0	0	14	11020.11	7479.77	Residential	Esplen	2	20	5	20	6	1-27	-80.05542945965153	40.4623492405966
947806	0042D00190000000	125 SAGINAW ST	PITTSBURGH, PA	0	0	14	5603.48	3706.95	Residential	Esplen	2	20	5	20	6	1-27	-80.05002506056474	40.46033621160485
947807	0042D00225000000	SLOAN ST	PITTSBURGH, PA	0	0	14	1629.42	944.97	Residential	Esplen	2	20	5	20	6	1-27	-80.05132836088501	40.461223636279485
